concept:name,timestamp,time:timestamp,case:label,case:concept:name,org:resource
Activity A,,09.01.10 13:32,normal,1346,Della
Activity N,,09.01.10 13:33,normal,1346,Brant
Activity R,,09.01.10 13:35,normal,1346,Tiffiny
Activity U,,09.01.10 13:36,normal,1346,Ling
Activity S,,09.01.10 13:37,normal,1346,Alyce
Activity O,,09.01.10 13:39,normal,1346,Jamika
Activity B,,09.01.10 13:40,normal,1346,Gema
Activity A,,09.01.10 13:42,normal,1347,Della
Activity N,,09.01.10 13:43,normal,1347,Hassie
Activity AG,,09.01.10 13:45,normal,1347,Sandra
Activity AH,,09.01.10 13:46,normal,1347,Jamika
Activity O,,09.01.10 13:48,normal,1347,Howard
Activity B,,09.01.10 13:49,normal,1347,Grayce
Activity A,,09.01.10 13:50,normal,1348,Della
Activity N,,09.01.10 13:52,normal,1348,Brant
Activity R,,09.01.10 13:53,normal,1348,Amanda
Activity X,,09.01.10 13:55,normal,1348,Johnny
Activity S,,09.01.10 13:56,normal,1348,Grayce
Activity O,,09.01.10 13:58,normal,1348,Lucy
Activity B,,09.01.10 13:59,normal,1348,Melany
Activity A,,09.01.10 14:00,normal,1349,Della
Activity N,,09.01.10 14:02,normal,1349,Earl
Activity P,,09.01.10 14:03,normal,1349,James
Activity Q,,09.01.10 14:05,normal,1349,Della
Activity O,,09.01.10 14:06,normal,1349,Hugo
Activity B,,09.01.10 14:08,normal,1349,Melany
Activity A,,09.01.10 14:09,SkipSequence,1350,Della
Activity AG,,09.01.10 14:11,SkipSequence,1350,Sandra
Activity AH,,09.01.10 14:12,SkipSequence,1350,Jamika
Activity O,,09.01.10 14:13,SkipSequence,1350,Howard
Activity B,,09.01.10 14:15,SkipSequence,1350,Deloras
Activity AG,,09.01.10 14:16,Late,1351,Sandra
Activity AH,,09.01.10 14:18,Late,1351,Jamika
Activity O,,09.01.10 14:19,Late,1351,Howard
Activity A,,09.01.10 14:21,Late,1351,Della
Activity N,,09.01.10 14:22,Late,1351,Brant
Activity B,,09.01.10 14:24,Late,1351,Deloras
Activity N,,09.01.10 14:25,Late,1352,Earl
Activity P,,09.01.10 14:26,Late,1352,Emily
Activity Q,,09.01.10 14:28,Late,1352,Della
Activity A,,09.01.10 14:29,Late,1352,Della
Activity O,,09.01.10 14:31,Late,1352,Keven
Activity B,,09.01.10 14:32,Late,1352,Tiffiny
Activity A,,09.01.10 14:34,Late,1353,Della
Activity R,,09.01.10 14:35,Late,1353,Sherell
Activity N,,09.01.10 14:36,Late,1353,Doretta
Activity U,,09.01.10 14:38,Late,1353,Ling
Activity S,,09.01.10 14:39,Late,1353,Alyce
Activity O,,09.01.10 14:41,Late,1353,Lucy
Activity B,,09.01.10 14:42,Late,1353,Melany
Activity A,,09.01.10 14:44,normal,1354,Della
Activity N,,09.01.10 14:45,normal,1354,Alyce
Activity AE,,09.01.10 14:47,normal,1354,Hoyt
Activity AF,,09.01.10 14:48,normal,1354,Rossie
Activity O,,09.01.10 14:49,normal,1354,Jamika
Activity B,,09.01.10 14:51,normal,1354,Gema
Activity A,,09.01.10 14:52,normal,1355,Della
Activity N,,09.01.10 14:54,normal,1355,Roy
Activity AE,,09.01.10 14:55,normal,1355,Hoyt
Activity AF,,09.01.10 14:57,normal,1355,Rossie
Activity O,,09.01.10 14:58,normal,1355,Hoyt
Activity B,,09.01.10 15:00,normal,1355,Deloras
Activity N,,09.01.10 15:01,Late,1356,Hassie
Activity AG,,09.01.10 15:02,Late,1356,Sandra
Activity A,,09.01.10 15:04,Late,1356,Alyce
Activity AH,,09.01.10 15:05,Late,1356,Jamika
Activity O,,09.01.10 15:07,Late,1356,Howard
Activity B,,09.01.10 15:08,Late,1356,Grayce
Activity A,,09.01.10 15:10,normal,1357,Della
Activity N,,09.01.10 15:11,normal,1357,Brant
Activity R,,09.01.10 15:12,normal,1357,Micheline
Activity V,,09.01.10 15:14,normal,1357,Rossana
Activity S,,09.01.10 15:15,normal,1357,Grayce
Activity O,,09.01.10 15:17,normal,1357,Junior
Activity B,,09.01.10 15:18,normal,1357,Grayce
Activity A,,09.01.10 15:20,normal,1358,Della
Activity N,,09.01.10 15:21,normal,1358,Doretta
Activity R,,09.01.10 15:23,normal,1358,Carmella
Activity U,,09.01.10 15:24,normal,1358,Ling
Activity S,,09.01.10 15:25,normal,1358,Vickie
Activity O,,09.01.10 15:27,normal,1358,Jamika
Activity B,,09.01.10 15:28,normal,1358,Gema
Activity A,,09.01.10 15:30,normal,1359,Alyce
Activity N,,09.01.10 15:31,normal,1359,Brant
Activity R,,09.01.10 15:33,normal,1359,Carmella
Activity U,,09.01.10 15:34,normal,1359,Ling
Activity S,,09.01.10 15:36,normal,1359,Vickie
Activity O,,09.01.10 15:37,normal,1359,Lucy
Activity B,,09.01.10 15:38,normal,1359,Melany
Activity A,,09.01.10 15:40,Rework,1360,Della
Activity N,,09.01.10 15:41,Rework,1360,Doretta
Activity R,,09.01.10 15:43,Rework,1360,Sherlene
Activity X,,09.01.10 15:44,Rework,1360,Johnny
Activity S,,09.01.10 15:46,Rework,1360,Grayce
Activity N,,09.01.10 15:47,Rework,1360,Doretta
Activity R,,09.01.10 15:48,Rework,1360,Sherlene
Activity X,,09.01.10 15:50,Rework,1360,Johnny
Activity O,,09.01.10 15:51,Rework,1360,Lucy
Activity B,,09.01.10 15:53,Rework,1360,Melany
Activity A,,09.01.10 15:54,normal,1361,Alyce
Activity N,,09.01.10 15:56,normal,1361,Brant
Activity AG,,09.01.10 15:57,normal,1361,Sandra
Activity AH,,09.01.10 15:59,normal,1361,Jamika
Activity O,,09.01.10 16:00,normal,1361,Howard
Activity B,,09.01.10 16:01,normal,1361,Tiffiny
Activity N,,09.01.10 16:03,SkipSequence,1362,Earl
Activity P,,09.01.10 16:04,SkipSequence,1362,James
Activity Q,,09.01.10 16:06,SkipSequence,1362,Paul
Activity O,,09.01.10 16:07,SkipSequence,1362,Frances
Activity B,,09.01.10 16:09,SkipSequence,1362,Melany
Activity A,,09.01.10 16:10,normal,1363,Alyce
Activity N,,09.01.10 16:12,normal,1363,Hassie
Activity AG,,09.01.10 16:13,normal,1363,Sandra
Activity AH,,09.01.10 16:14,normal,1363,Jamika
Activity O,,09.01.10 16:16,normal,1363,Howard
Activity B,,09.01.10 16:17,normal,1363,Deloras
Activity A,,09.01.10 16:19,normal,1364,Della
Activity N,,09.01.10 16:20,normal,1364,Brant
Activity AG,,09.01.10 16:22,normal,1364,Sandra
Activity AH,,09.01.10 16:23,normal,1364,Jamika
Activity O,,09.01.10 16:24,normal,1364,Howard
Activity B,,09.01.10 16:26,normal,1364,Grayce
Activity A,,09.01.10 16:27,normal,1365,Della
Activity N,,09.01.10 16:29,normal,1365,Doretta
Activity R,,09.01.10 16:30,normal,1365,Micheline
Activity V,,09.01.10 16:32,normal,1365,Rossana
Activity S,,09.01.10 16:33,normal,1365,Grayce
Activity O,,09.01.10 16:35,normal,1365,Hoyt
Activity B,,09.01.10 16:36,normal,1365,Grayce
Activity A,,09.01.10 16:37,normal,1366,Della
Activity N,,09.01.10 16:39,normal,1366,Brant
Activity AG,,09.01.10 16:40,normal,1366,Sandra
Activity AH,,09.01.10 16:42,normal,1366,Jamika
Activity O,,09.01.10 16:43,normal,1366,Howard
Activity B,,09.01.10 16:45,normal,1366,Tiffiny
Activity A,,09.01.10 16:46,Attribute,1367,Della
Activity N,,09.01.10 16:48,Attribute,1367,Jamika
Activity AE,,09.01.10 16:49,Attribute,1367,Hoyt
Activity AF,,09.01.10 16:50,Attribute,1367,Rossie
Activity O,,09.01.10 16:52,Attribute,1367,Junior
Activity B,,09.01.10 16:53,Attribute,1367,Deloras
Activity A,,09.01.10 16:55,normal,1368,Alyce
Activity N,,09.01.10 16:56,normal,1368,Alyce
Activity AE,,09.01.10 16:58,normal,1368,Hoyt
Activity AF,,09.01.10 16:59,normal,1368,Rossie
Activity O,,09.01.10 17:00,normal,1368,Jamika
Activity B,,09.01.10 17:02,normal,1368,Donald
Activity A,,09.01.10 17:03,normal,1369,Alyce
Activity N,,09.01.10 17:05,normal,1369,Brant
Activity AG,,09.01.10 17:06,normal,1369,Sandra
Activity AH,,09.01.10 17:08,normal,1369,Jamika
Activity O,,09.01.10 17:09,normal,1369,Howard
Activity B,,09.01.10 17:11,normal,1369,Tiffiny
Activity A,,09.01.10 17:12,normal,1370,Della
Activity N,,09.01.10 17:13,normal,1370,Roy
Activity AE,,09.01.10 17:15,normal,1370,Hoyt
Activity AF,,09.01.10 17:16,normal,1370,Rossie
Activity O,,09.01.10 17:18,normal,1370,Hoyt
Activity B,,09.01.10 17:19,normal,1370,Deloras
Activity A,,09.01.10 17:21,normal,1371,Della
Activity N,,09.01.10 17:22,normal,1371,Alyce
Activity AE,,09.01.10 17:24,normal,1371,Hoyt
Activity AF,,09.01.10 17:25,normal,1371,Rossie
Activity O,,09.01.10 17:26,normal,1371,Hoyt
Activity B,,09.01.10 17:28,normal,1371,Grayce
Activity A,,09.01.10 17:29,normal,1372,Della
Activity N,,09.01.10 17:31,normal,1372,Brant
Activity AG,,09.01.10 17:32,normal,1372,Sandra
Activity AH,,09.01.10 17:34,normal,1372,Jamika
Activity O,,09.01.10 17:35,normal,1372,Howard
Activity B,,09.01.10 17:36,normal,1372,Grayce
Activity A,,09.01.10 17:38,normal,1373,Della
Activity N,,09.01.10 17:39,normal,1373,Roseanne
Activity Y,,09.01.10 17:41,normal,1373,Junior
Activity AB,,09.01.10 17:42,normal,1373,Amanda
Activity Z,,09.01.10 17:44,normal,1373,Michaele
Activity O,,09.01.10 17:45,normal,1373,Charles
Activity B,,09.01.10 17:47,normal,1373,Sigrid
Activity A,,09.01.10 17:48,SkipSequence,1374,Della
Activity Q,,09.01.10 17:49,SkipSequence,1374,Paul
Activity O,,09.01.10 17:51,SkipSequence,1374,Keven
Activity B,,09.01.10 17:52,SkipSequence,1374,Deloras
Activity A,,09.01.10 17:54,normal,1375,Della
Activity N,,09.01.10 17:55,normal,1375,Roy
Activity AE,,09.01.10 17:57,normal,1375,Hoyt
Activity AF,,09.01.10 17:58,normal,1375,Rossie
Activity O,,09.01.10 18:00,normal,1375,Junior
Activity B,,09.01.10 18:01,normal,1375,Tiffiny
Activity A,,09.01.10 18:02,normal,1376,Alyce
Activity N,,09.01.10 18:04,normal,1376,Jimmy
Activity AG,,09.01.10 18:05,normal,1376,Sandra
Activity AH,,09.01.10 18:07,normal,1376,Jamika
Activity O,,09.01.10 18:08,normal,1376,Howard
Activity B,,09.01.10 18:10,normal,1376,Tiffiny
Activity A,,09.01.10 18:11,normal,1377,Della
Activity N,,09.01.10 18:12,normal,1377,Hoyt
Activity R,,09.01.10 18:14,normal,1377,Sonia
Activity W,,09.01.10 18:15,normal,1377,James
Activity S,,09.01.10 18:17,normal,1377,Grayce
Activity O,,09.01.10 18:18,normal,1377,Jamika
Activity B,,09.01.10 18:20,normal,1377,Gema
Activity A,,09.01.10 18:21,normal,1378,Della
Activity N,,09.01.10 18:23,normal,1378,Earl
Activity P,,09.01.10 18:24,normal,1378,Emily
Activity Q,,09.01.10 18:25,normal,1378,Della
Activity O,,09.01.10 18:27,normal,1378,Charles
Activity B,,09.01.10 18:28,normal,1378,Brian
Activity A,,09.01.10 18:30,normal,1379,Alyce
Activity N,,09.01.10 18:31,normal,1379,Brant
Activity R,,09.01.10 18:33,normal,1379,Iluminada
Activity X,,09.01.10 18:34,normal,1379,Johnny
Activity S,,09.01.10 18:36,normal,1379,Grayce
Activity O,,09.01.10 18:37,normal,1379,Jamika
Activity B,,09.01.10 18:38,normal,1379,Melany
Activity A,,09.01.10 18:40,SkipSequence,1380,Della
Activity N,,09.01.10 18:41,SkipSequence,1380,Roy
Activity AE,,09.01.10 18:43,SkipSequence,1380,Hoyt
Activity AF,,09.01.10 18:44,SkipSequence,1380,Rossie
Activity B,,09.01.10 18:46,SkipSequence,1380,Donald
Activity A,,09.01.10 18:47,normal,1381,Della
Activity N,,09.01.10 18:48,normal,1381,Earl
Activity P,,09.01.10 18:50,normal,1381,James
Activity Q,,09.01.10 18:51,normal,1381,Della
Activity O,,09.01.10 18:53,normal,1381,Shandi
Activity B,,09.01.10 18:54,normal,1381,Deloras
Activity A,,09.01.10 18:56,normal,1382,Della
Activity N,,09.01.10 18:57,normal,1382,Brant
Activity AG,,09.01.10 18:59,normal,1382,Sandra
Activity AH,,09.01.10 19:00,normal,1382,Jamika
Activity O,,09.01.10 19:01,normal,1382,Howard
Activity B,,09.01.10 19:03,normal,1382,Grayce
Activity A,,09.01.10 19:04,normal,1383,Della
Activity N,,09.01.10 19:06,normal,1383,Doretta
Activity R,,09.01.10 19:07,normal,1383,Hassie
Activity T,,09.01.10 19:09,normal,1383,Iluminada
Activity S,,09.01.10 19:10,normal,1383,Elisha
Activity O,,09.01.10 19:12,normal,1383,Hugo
Activity B,,09.01.10 19:13,normal,1383,Melany
Activity A,,09.01.10 19:14,normal,1384,Della
Activity N,,09.01.10 19:16,normal,1384,Lannie
Activity AG,,09.01.10 19:17,normal,1384,Sandra
Activity AH,,09.01.10 19:19,normal,1384,Jamika
Activity O,,09.01.10 19:20,normal,1384,Howard
Activity B,,09.01.10 19:22,normal,1384,Grayce
Activity A,,09.01.10 19:23,normal,1385,Della
Activity N,,09.01.10 19:24,normal,1385,Brant
Activity R,,09.01.10 19:26,normal,1385,Micheline
Activity V,,09.01.10 19:27,normal,1385,Rossana
Activity S,,09.01.10 19:29,normal,1385,Grayce
Activity O,,09.01.10 19:30,normal,1385,Junior
Activity B,,09.01.10 19:32,normal,1385,Deloras
Activity A,,09.01.10 19:33,normal,1386,Della
Activity N,,09.01.10 19:35,normal,1386,Lannie
Activity AG,,09.01.10 19:36,normal,1386,Sandra
Activity AH,,09.01.10 19:37,normal,1386,Jamika
Activity O,,09.01.10 19:39,normal,1386,Howard
Activity B,,09.01.10 19:40,normal,1386,Grayce
Activity A,,09.01.10 19:42,normal,1387,Della
Activity N,,09.01.10 19:43,normal,1387,Brant
Activity AG,,09.01.10 19:45,normal,1387,Sandra
Activity AH,,09.01.10 19:46,normal,1387,Jamika
Activity O,,09.01.10 19:48,normal,1387,Howard
Activity B,,09.01.10 19:49,normal,1387,Tiffiny
Activity A,,09.01.10 19:50,normal,1388,Della
Activity N,,09.01.10 19:52,normal,1388,Brant
Activity AG,,09.01.10 19:53,normal,1388,Sandra
Activity AH,,09.01.10 19:55,normal,1388,Jamika
Activity O,,09.01.10 19:56,normal,1388,Howard
Activity B,,09.01.10 19:58,normal,1388,Deloras
Activity A,,09.01.10 19:59,Attribute,1389,Della
Activity N,,09.01.10 20:00,Attribute,1389,Doretta
Activity R,,09.01.10 20:02,Attribute,1389,Jin
Activity V,,09.01.10 20:03,Attribute,1389,Hugo
Activity S,,09.01.10 20:05,Attribute,1389,Lourdes
Activity O,,09.01.10 20:06,Attribute,1389,Lucy
Activity B,,09.01.10 20:08,Attribute,1389,Frances
Activity A,,09.01.10 20:09,normal,1390,Della
Activity N,,09.01.10 20:11,normal,1390,Roy
Activity AE,,09.01.10 20:12,normal,1390,Hoyt
Activity AF,,09.01.10 20:13,normal,1390,Rossie
Activity O,,09.01.10 20:15,normal,1390,Lucy
Activity B,,09.01.10 20:16,normal,1390,Melany
Activity N,,09.01.10 20:18,Late,1391,Roy
Activity AE,,09.01.10 20:19,Late,1391,Hoyt
Activity AF,,09.01.10 20:21,Late,1391,Rossie
Activity O,,09.01.10 20:22,Late,1391,Jamika
Activity A,,09.01.10 20:24,Late,1391,Della
Activity B,,09.01.10 20:25,Late,1391,Gema
Activity A,,09.01.10 20:26,normal,1392,Della
Activity N,,09.01.10 20:28,normal,1392,Hassie
Activity AG,,09.01.10 20:29,normal,1392,Sandra
Activity AH,,09.01.10 20:31,normal,1392,Jamika
Activity O,,09.01.10 20:32,normal,1392,Howard
Activity B,,09.01.10 20:34,normal,1392,Deloras
Activity A,,09.01.10 20:35,normal,1393,Della
Activity N,,09.01.10 20:36,normal,1393,Hassie
Activity AG,,09.01.10 20:38,normal,1393,Sandra
Activity AH,,09.01.10 20:39,normal,1393,Jamika
Activity O,,09.01.10 20:41,normal,1393,Howard
Activity B,,09.01.10 20:42,normal,1393,Deloras
Activity A,,09.01.10 20:44,normal,1394,Della
Activity N,,09.01.10 20:45,normal,1394,Brant
Activity R,,09.01.10 20:47,normal,1394,Iluminada
Activity X,,09.01.10 20:48,normal,1394,Michaele
Activity S,,09.01.10 20:49,normal,1394,Grayce
Activity O,,09.01.10 20:51,normal,1394,Jamika
Activity B,,09.01.10 20:52,normal,1394,Gema
Activity A,,09.01.10 20:54,normal,1395,Della
Activity N,,09.01.10 20:55,normal,1395,Brant
Activity R,,09.01.10 20:57,normal,1395,Sherell
Activity U,,09.01.10 20:58,normal,1395,Ling
Activity S,,09.01.10 21:00,normal,1395,Vickie
Activity O,,09.01.10 21:01,normal,1395,Hoyt
Activity B,,09.01.10 21:02,normal,1395,Deloras
Activity A,,09.01.10 21:04,normal,1396,Della
Activity N,,09.01.10 21:05,normal,1396,Brant
Activity AG,,09.01.10 21:07,normal,1396,Sandra
Activity AH,,09.01.10 21:08,normal,1396,Jamika
Activity O,,09.01.10 21:10,normal,1396,Howard
Activity B,,09.01.10 21:11,normal,1396,Deloras
Activity A,,09.01.10 21:12,SkipSequence,1397,Della
Activity N,,09.01.10 21:14,SkipSequence,1397,Roseanne
Activity O,,09.01.10 21:15,SkipSequence,1397,Charles
Activity B,,09.01.10 21:17,SkipSequence,1397,Sigrid
Activity A,,09.01.10 21:18,normal,1398,Alyce
Activity N,,09.01.10 21:20,normal,1398,Roy
Activity AE,,09.01.10 21:21,normal,1398,Hoyt
Activity AF,,09.01.10 21:23,normal,1398,Rossie
Activity O,,09.01.10 21:24,normal,1398,Hoyt
Activity B,,09.01.10 21:25,normal,1398,Tiffiny
Activity A,,09.01.10 21:27,Late,1399,Della
Activity AF,,09.01.10 21:28,Late,1399,Rossie
Activity N,,09.01.10 21:30,Late,1399,Roy
Activity AE,,09.01.10 21:31,Late,1399,Hoyt
Activity O,,09.01.10 21:33,Late,1399,Jamika
Activity B,,09.01.10 21:34,Late,1399,Gema
Activity A,,09.01.10 21:36,normal,1400,Alyce
Activity N,,09.01.10 21:37,normal,1400,Hoyt
Activity R,,09.01.10 21:38,normal,1400,Tiffiny
Activity U,,09.01.10 21:40,normal,1400,Ling
Activity S,,09.01.10 21:41,normal,1400,Vickie
Activity O,,09.01.10 21:43,normal,1400,Hoyt
Activity B,,09.01.10 21:44,normal,1400,Grayce
Activity A,,09.01.10 21:46,normal,1401,Alyce
Activity N,,09.01.10 21:47,normal,1401,Brant
Activity AG,,09.01.10 21:48,normal,1401,Sandra
Activity AH,,09.01.10 21:50,normal,1401,Jamika
Activity O,,09.01.10 21:51,normal,1401,Howard
Activity B,,09.01.10 21:53,normal,1401,Grayce
Activity A,,09.01.10 21:54,normal,1402,Della
Activity N,,09.01.10 21:56,normal,1402,Brant
Activity R,,09.01.10 21:57,normal,1402,Amanda
Activity X,,09.01.10 21:59,normal,1402,Johnny
Activity S,,09.01.10 22:00,normal,1402,Grayce
Activity O,,09.01.10 22:01,normal,1402,Lucy
Activity B,,09.01.10 22:03,normal,1402,Melany
Activity A,,09.01.10 22:04,normal,1403,Della
Activity N,,09.01.10 22:06,normal,1403,Hassie
Activity AG,,09.01.10 22:07,normal,1403,Sandra
Activity AH,,09.01.10 22:09,normal,1403,Jamika
Activity O,,09.01.10 22:10,normal,1403,Howard
Activity B,,09.01.10 22:12,normal,1403,Grayce
Activity A,,09.01.10 22:13,normal,1404,Della
Activity N,,09.01.10 22:14,normal,1404,Roseanne
Activity P,,09.01.10 22:16,normal,1404,James
Activity Q,,09.01.10 22:17,normal,1404,Della
Activity O,,09.01.10 22:19,normal,1404,Charles
Activity B,,09.01.10 22:20,normal,1404,Doretta
Activity A,,09.01.10 22:22,normal,1405,Della
Activity N,,09.01.10 22:23,normal,1405,Brant
Activity R,,09.01.10 22:24,normal,1405,Micheline
Activity V,,09.01.10 22:26,normal,1405,Rossana
Activity S,,09.01.10 22:27,normal,1405,Craig
Activity O,,09.01.10 22:29,normal,1405,Keven
Activity B,,09.01.10 22:30,normal,1405,Tiffiny
Activity A,,09.01.10 22:32,Late,1406,Della
Activity AE,,09.01.10 22:33,Late,1406,Hoyt
Activity AF,,09.01.10 22:35,Late,1406,Rossie
Activity O,,09.01.10 22:36,Late,1406,Lucy
Activity N,,09.01.10 22:37,Late,1406,Alyce
Activity B,,09.01.10 22:39,Late,1406,Melany
Activity A,,09.01.10 22:40,Late,1407,Della
Activity AH,,09.01.10 22:42,Late,1407,Jamika
Activity O,,09.01.10 22:43,Late,1407,Howard
Activity N,,09.01.10 22:45,Late,1407,Lannie
Activity AG,,09.01.10 22:46,Late,1407,Sandra
Activity B,,09.01.10 22:48,Late,1407,Deloras
Activity A,,09.01.10 22:49,normal,1408,Della
Activity N,,09.01.10 22:50,normal,1408,Jimmy
Activity AG,,09.01.10 22:52,normal,1408,Sandra
Activity AH,,09.01.10 22:53,normal,1408,Jamika
Activity O,,09.01.10 22:55,normal,1408,Howard
Activity B,,09.01.10 22:56,normal,1408,Deloras
Activity A,,09.01.10 22:58,Attribute,1409,Alyce
Activity N,,09.01.10 22:59,Attribute,1409,Roy
Activity AE,,09.01.10 23:00,Attribute,1409,Hoyt
Activity AF,,09.01.10 23:02,Attribute,1409,Rossie
Activity O,,09.01.10 23:03,Attribute,1409,Velda
Activity B,,09.01.10 23:05,Attribute,1409,Melany
Activity A,,09.01.10 23:06,normal,1410,Della
Activity N,,09.01.10 23:08,normal,1410,Roy
Activity AE,,09.01.10 23:09,normal,1410,Hoyt
Activity AF,,09.01.10 23:11,normal,1410,Rossie
Activity O,,09.01.10 23:12,normal,1410,Hoyt
Activity B,,09.01.10 23:13,normal,1410,Grayce
Activity A,,09.01.10 23:15,normal,1411,Della
Activity N,,09.01.10 23:16,normal,1411,Brant
Activity AG,,09.01.10 23:18,normal,1411,Sandra
Activity AH,,09.01.10 23:19,normal,1411,Jamika
Activity O,,09.01.10 23:21,normal,1411,Howard
Activity B,,09.01.10 23:22,normal,1411,Deloras
Activity A,,09.01.10 23:24,normal,1412,Della
Activity N,,09.01.10 23:25,normal,1412,Earl
Activity P,,09.01.10 23:26,normal,1412,James
Activity Q,,09.01.10 23:28,normal,1412,Della
Activity O,,09.01.10 23:29,normal,1412,Shandi
Activity B,,09.01.10 23:31,normal,1412,Deloras
Activity A,,09.01.10 23:32,normal,1413,Della
Activity N,,09.01.10 23:34,normal,1413,Roy
Activity AE,,09.01.10 23:35,normal,1413,Hoyt
Activity AF,,09.01.10 23:36,normal,1413,Rossie
Activity O,,09.01.10 23:38,normal,1413,Lucy
Activity B,,09.01.10 23:39,normal,1413,Melany
Activity A,,09.01.10 23:41,Late,1414,Della
Activity N,,09.01.10 23:42,Late,1414,Brant
Activity S,,09.01.10 23:44,Late,1414,Grayce
Activity R,,09.01.10 23:45,Late,1414,Micheline
Activity V,,09.01.10 23:47,Late,1414,Brian
Activity O,,09.01.10 23:48,Late,1414,Lucy
Activity B,,09.01.10 23:49,Late,1414,Melany
Activity A,,09.01.10 23:51,Insert,1415,Della
Random activity 18,,09.01.10 23:52,Insert,1415,Random user 27
Activity N,,09.01.10 23:54,Insert,1415,Brant
Activity R,,09.01.10 23:55,Insert,1415,Sherell
Activity U,,09.01.10 23:57,Insert,1415,Ling
Activity S,,09.01.10 23:58,Insert,1415,Vickie
Activity O,,10.01.10 00:00,Insert,1415,Lucy
Activity B,,10.01.10 00:01,Insert,1415,Melany
Activity A,,10.01.10 00:02,normal,1416,Della
Activity N,,10.01.10 00:04,normal,1416,Brant
Activity R,,10.01.10 00:05,normal,1416,Tiffiny
Activity U,,10.01.10 00:07,normal,1416,Ling
Activity S,,10.01.10 00:08,normal,1416,Vickie
Activity O,,10.01.10 00:10,normal,1416,Hoyt
Activity B,,10.01.10 00:11,normal,1416,Grayce
Activity A,,10.01.10 00:12,Attribute,1417,Hugo
Activity N,,10.01.10 00:14,Attribute,1417,Brant
Activity AG,,10.01.10 00:15,Attribute,1417,Sandra
Activity AH,,10.01.10 00:17,Attribute,1417,Jamika
Activity O,,10.01.10 00:18,Attribute,1417,Howard
Activity B,,10.01.10 00:20,Attribute,1417,Grayce
Activity A,,10.01.10 00:21,normal,1418,Della
Activity N,,10.01.10 00:23,normal,1418,Alyce
Activity AE,,10.01.10 00:24,normal,1418,Hoyt
Activity AF,,10.01.10 00:25,normal,1418,Rossie
Activity O,,10.01.10 00:27,normal,1418,Jamika
Activity B,,10.01.10 00:28,normal,1418,Gema
Activity A,,10.01.10 00:30,normal,1419,Alyce
Activity N,,10.01.10 00:31,normal,1419,Wilton
Activity Y,,10.01.10 00:33,normal,1419,Lourdes
Activity AD,,10.01.10 00:34,normal,1419,Brant
Activity Z,,10.01.10 00:36,normal,1419,Keven
Activity O,,10.01.10 00:37,normal,1419,Shandi
Activity B,,10.01.10 00:38,normal,1419,Tiffiny
Activity A,,10.01.10 00:40,normal,1420,Della
Activity N,,10.01.10 00:41,normal,1420,Earl
Activity P,,10.01.10 00:43,normal,1420,Emily
Activity Q,,10.01.10 00:44,normal,1420,Paul
Activity O,,10.01.10 00:46,normal,1420,Keven
Activity B,,10.01.10 00:47,normal,1420,Deloras
Activity A,,10.01.10 00:48,normal,1421,Alyce
Activity N,,10.01.10 00:50,normal,1421,Roy
Activity AE,,10.01.10 00:51,normal,1421,Hoyt
Activity AF,,10.01.10 00:53,normal,1421,Rossie
Activity O,,10.01.10 00:54,normal,1421,Jamika
Activity B,,10.01.10 00:56,normal,1421,Gema
Activity A,,10.01.10 00:57,Rework,1422,Della
Activity N,,10.01.10 00:59,Rework,1422,Roy
Activity AE,,10.01.10 01:00,Rework,1422,Hoyt
Activity AF,,10.01.10 01:01,Rework,1422,Rossie
Activity O,,10.01.10 01:03,Rework,1422,Lucy
Activity B,,10.01.10 01:04,Rework,1422,Melany
Activity O,,10.01.10 01:06,Rework,1422,Lucy
Activity B,,10.01.10 01:07,Rework,1422,Melany
Activity A,,10.01.10 01:09,normal,1423,Della
Activity N,,10.01.10 01:10,normal,1423,Hassie
Activity AG,,10.01.10 01:12,normal,1423,Sandra
Activity AH,,10.01.10 01:13,normal,1423,Jamika
Activity O,,10.01.10 01:14,normal,1423,Howard
Activity B,,10.01.10 01:16,normal,1423,Grayce
Activity A,,10.01.10 01:17,Insert,1424,Alyce
Random activity 2,,10.01.10 01:19,Insert,1424,Random user 22
Activity N,,10.01.10 01:20,Insert,1424,Roy
Activity AE,,10.01.10 01:22,Insert,1424,Hoyt
Activity AF,,10.01.10 01:23,Insert,1424,Rossie
Activity O,,10.01.10 01:24,Insert,1424,Jamika
Activity B,,10.01.10 01:26,Insert,1424,Donald
Activity A,,10.01.10 01:27,SkipSequence,1425,Alyce
Activity N,,10.01.10 01:29,SkipSequence,1425,Earl
Activity O,,10.01.10 01:30,SkipSequence,1425,Frances
Activity B,,10.01.10 01:32,SkipSequence,1425,Melany
Activity A,,10.01.10 01:33,normal,1426,Della
Activity N,,10.01.10 01:35,normal,1426,Earl
Activity P,,10.01.10 01:36,normal,1426,Emily
Activity Q,,10.01.10 01:37,normal,1426,Della
Activity O,,10.01.10 01:39,normal,1426,Frances
Activity B,,10.01.10 01:40,normal,1426,Melany
Activity A,,10.01.10 01:42,normal,1427,Della
Activity N,,10.01.10 01:43,normal,1427,Roy
Activity AE,,10.01.10 01:45,normal,1427,Hoyt
Activity AF,,10.01.10 01:46,normal,1427,Rossie
Activity O,,10.01.10 01:48,normal,1427,Junior
Activity B,,10.01.10 01:49,normal,1427,Donald
Activity A,,10.01.10 01:50,normal,1428,Della
